Review_ID,Text,Rating,Sentiment
REV3149,"kurang segar, benar-benar jelek. Tidak akan beli lagi.",2,Negatif
REV3150,"banyak yang bonyok, benar-benar ukuran kecil. Tidak akan beli lagi.",2,Negatif
REV3151,"buahnya besar, oke. Sangat merekomendasikan.",5,Positif
REV3152,"sangat manis, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV3153,"mantap, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV3154,"kurang segar, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV3155,"seller ramah, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV3156,"pengiriman cepat, not bad. Sangat merekomendasikan.",5,Positif
REV3157,"mantap, not bad. Sangat merekomendasikan.",4,Positif
REV3158,"kualitas super, segar sekali. Sangat merekomendasikan.",5,Positif
REV3159,"mantap, segar sekali. Sangat merekomendasikan.",5,Positif
REV3160,"murah dan bagus, cukup. Sangat merekomendasikan.",5,Positif
REV3161,"renyah, biasa saja. Sangat merekomendasikan.",4,Positif
REV3162,"Barang oke, pengiriman standar.",3,Netral
REV3163,"kurang segar, benar-benar harga mahal. Tidak akan beli lagi.",2,Negatif
REV3164,"hancur, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
REV3165,"packing aman, kualitas super. Sangat merekomendasikan.",4,Positif
REV3166,"pengiriman lambat, benar-benar ukuran kecil. Tidak akan beli lagi.",1,Negatif
REV3167,"seller ramah, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV3168,"mantap, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV3169,"seller ramah, kualitas super. Sangat merekomendasikan.",4,Positif
REV3170,"seller ramah, lumayan. Sangat merekomendasikan.",5,Positif
REV3171,"segar sekali, kualitas super. Sangat merekomendasikan.",4,Positif
REV3172,"packing aman, buahnya besar. Sangat merekomendasikan.",5,Positif
REV3173,"renyah, sangat manis. Sangat merekomendasikan.",5,Positif
REV3174,"renyah, mantap. Sangat merekomendasikan.",5,Positif
REV3175,"ukuran kecil, benar-benar ukuran kecil. Tidak akan beli lagi.",1,Negatif
REV3176,"packing aman, segar sekali. Sangat merekomendasikan.",4,Positif
REV3177,"segar sekali, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV3178,"ukuran kecil, benar-benar harga mahal. Tidak akan beli lagi.",2,Negatif
REV3179,"renyah, buahnya besar. Sangat merekomendasikan.",5,Positif
REV3180,"kurang segar, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV3181,"rasa hambar, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV3182,"packing aman, seller ramah. Sangat merekomendasikan.",4,Positif
REV3183,"seller ramah, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV3184,"Barang not bad, pengiriman standar.",3,Netral
REV3185,"renyah, kualitas super. Sangat merekomendasikan.",4,Positif
REV3186,"buahnya besar, renyah. Sangat merekomendasikan.",5,Positif
REV3187,"kualitas super, mantap. Sangat merekomendasikan.",4,Positif
REV3188,"jelek, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV3189,"pengiriman lambat, benar-benar jelek. Tidak akan beli lagi.",2,Negatif
REV3190,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV3191,"sangat manis, renyah. Sangat merekomendasikan.",5,Positif
REV3192,"segar sekali, seller ramah. Sangat merekomendasikan.",5,Positif
REV3193,"apel busuk, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV3194,"sangat manis, oke. Sangat merekomendasikan.",4,Positif
REV3195,"sangat manis, sesuai harga. Sangat merekomendasikan.",4,Positif
REV3196,"segar sekali, buahnya besar. Sangat merekomendasikan.",4,Positif
REV3197,"renyah, oke. Sangat merekomendasikan.",5,Positif
REV3198,"jelek, benar-benar kurang segar. Tidak akan beli lagi.",1,Negatif
REV3199,"rasa hambar, benar-benar apel busuk. Tidak akan beli lagi.",2,Negatif
REV3200,"segar sekali, sesuai harga. Sangat merekomendasikan.",5,Positif
REV3201,"packing aman, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV3202,"packing aman, renyah. Sangat merekomendasikan.",4,Positif
REV3203,"packing aman, not bad. Sangat merekomendasikan.",4,Positif
REV3204,"buahnya besar, sesuai harga. Sangat merekomendasikan.",4,Positif
REV3205,"renyah, renyah. Sangat merekomendasikan.",5,Positif
REV3206,"Barang oke, pengiriman standar.",3,Netral
REV3207,"kualitas super, mantap. Sangat merekomendasikan.",4,Positif
REV3208,"Barang lumayan, pengiriman standar.",3,Netral
REV3209,"seller ramah, kualitas super. Sangat merekomendasikan.",5,Positif
REV3210,"pengiriman cepat, not bad. Sangat merekomendasikan.",5,Positif
REV3211,"segar sekali, packing aman. Sangat merekomendasikan.",5,Positif
REV3212,"kecewa, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV3213,"murah dan bagus, biasa saja. Sangat merekomendasikan.",4,Positif
REV3214,"buahnya besar, sangat manis. Sangat merekomendasikan.",4,Positif
REV3215,"sangat manis, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV3216,"Barang standar, pengiriman standar.",3,Netral
REV3217,"pengiriman cepat, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV3218,"sangat manis, packing aman. Sangat merekomendasikan.",5,Positif
REV3219,"murah dan bagus, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV3220,"ukuran kecil, benar-benar ukuran kecil. Tidak akan beli lagi.",2,Negatif
REV3221,"kurang segar, benar-benar kurang segar. Tidak akan beli lagi.",1,Negatif
REV3222,"renyah, oke. Sangat merekomendasikan.",4,Positif
REV3223,"Barang oke, pengiriman standar.",3,Netral
REV3224,"segar sekali, oke. Sangat merekomendasikan.",5,Positif
REV3225,"murah dan bagus, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV3226,"mantap, standar. Sangat merekomendasikan.",5,Positif
REV3227,"mantap, segar sekali. Sangat merekomendasikan.",5,Positif
REV3228,"Barang lumayan, pengiriman standar.",3,Netral
REV3229,"buahnya besar, sesuai harga. Sangat merekomendasikan.",5,Positif
REV3230,"jelek, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV3231,"mantap, mantap. Sangat merekomendasikan.",5,Positif
REV3232,"murah dan bagus, segar sekali. Sangat merekomendasikan.",5,Positif
REV3233,"packing aman, pengiriman cepat. Sangat merekomendasikan.",5,Positif
REV3234,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3235,"Barang oke, pengiriman standar.",3,Netral
REV3236,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3237,"murah dan bagus, buahnya besar. Sangat merekomendasikan.",5,Positif
REV3238,"murah dan bagus, seller ramah. Sangat merekomendasikan.",5,Positif
REV3239,"pengiriman lambat, benar-benar jelek. Tidak akan beli lagi.",2,Negatif
REV3240,"Barang biasa saja, pengiriman standar.",3,Netral
REV3241,"sangat manis, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV3242,"seller ramah, lumayan. Sangat merekomendasikan.",4,Positif
REV3243,"pengiriman cepat, sangat manis. Sangat merekomendasikan.",4,Positif
REV3244,"packing aman, mantap. Sangat merekomendasikan.",4,Positif
REV3245,"Barang oke, pengiriman standar.",3,Netral
REV3246,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV3247,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV3248,"seller ramah, kualitas super. Sangat merekomendasikan.",4,Positif
REV3249,"mantap, not bad. Sangat merekomendasikan.",4,Positif
REV3250,"Barang biasa saja, pengiriman standar.",3,Netral
REV3251,"banyak yang bonyok, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV3252,"buahnya besar, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV3253,"renyah, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV3254,"Barang oke, pengiriman standar.",3,Netral
REV3255,"pengiriman cepat, cukup. Sangat merekomendasikan.",5,Positif
REV3256,"pengiriman cepat, mantap. Sangat merekomendasikan.",5,Positif
REV3257,"kualitas super, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV3258,"pengiriman cepat, buahnya besar. Sangat merekomendasikan.",5,Positif
REV3259,"buahnya besar, renyah. Sangat merekomendasikan.",4,Positif
REV3260,"renyah, pengiriman cepat. Sangat merekomendasikan.",5,Positif
REV3261,"Barang biasa saja, pengiriman standar.",3,Netral
REV3262,"renyah, packing aman. Sangat merekomendasikan.",4,Positif
REV3263,"ukuran kecil, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV3264,"banyak yang bonyok, benar-benar banyak yang bonyok. Tidak akan beli lagi.",1,Negatif
REV3265,"Barang oke, pengiriman standar.",3,Netral
REV3266,"mantap, mantap. Sangat merekomendasikan.",4,Positif
REV3267,"packing aman, segar sekali. Sangat merekomendasikan.",5,Positif
REV3268,"Barang cukup, pengiriman standar.",3,Netral
REV3269,"apel busuk, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
REV3270,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV3271,"hancur, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV3272,"Barang cukup, pengiriman standar.",3,Netral
REV3273,"segar sekali, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV3274,"kualitas super, standar. Sangat merekomendasikan.",5,Positif
REV3275,"buahnya besar, mantap. Sangat merekomendasikan.",4,Positif
REV3276,"seller ramah, kualitas super. Sangat merekomendasikan.",4,Positif
REV3277,"pengiriman cepat, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV3278,"kecewa, benar-benar banyak yang bonyok. Tidak akan beli lagi.",1,Negatif
REV3279,"seller ramah, not bad. Sangat merekomendasikan.",4,Positif
REV3280,"Barang cukup, pengiriman standar.",3,Netral
REV3281,"pengiriman cepat, lumayan. Sangat merekomendasikan.",5,Positif
REV3282,"pengiriman cepat, pengiriman cepat. Sangat merekomendasikan.",5,Positif
REV3283,"Barang cukup, pengiriman standar.",3,Netral
REV3284,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3285,"pengiriman cepat, lumayan. Sangat merekomendasikan.",4,Positif
REV3286,"sangat manis, sangat manis. Sangat merekomendasikan.",4,Positif
REV3287,"packing aman, buahnya besar. Sangat merekomendasikan.",5,Positif
REV3288,"segar sekali, renyah. Sangat merekomendasikan.",4,Positif
REV3289,"hancur, benar-benar pengiriman lambat. Tidak akan beli lagi.",1,Negatif
REV3290,"packing aman, pengiriman cepat. Sangat merekomendasikan.",5,Positif
REV3291,"pengiriman lambat, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
REV3292,"seller ramah, biasa saja. Sangat merekomendasikan.",4,Positif
REV3293,"seller ramah, biasa saja. Sangat merekomendasikan.",4,Positif
REV3294,"packing aman, standar. Sangat merekomendasikan.",5,Positif
REV3295,"apel busuk, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV3296,"buahnya besar, seller ramah. Sangat merekomendasikan.",4,Positif
REV3297,"renyah, sangat manis. Sangat merekomendasikan.",5,Positif
REV3298,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3299,"buahnya besar, seller ramah. Sangat merekomendasikan.",5,Positif
REV3300,"sangat manis, sangat manis. Sangat merekomendasikan.",5,Positif
REV3301,"segar sekali, packing aman. Sangat merekomendasikan.",5,Positif
REV3302,"renyah, mantap. Sangat merekomendasikan.",4,Positif
REV3303,"pengiriman lambat, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV3304,"seller ramah, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV3305,"hancur, benar-benar ukuran kecil. Tidak akan beli lagi.",1,Negatif
REV3306,"pengiriman cepat, pengiriman cepat. Sangat merekomendasikan.",4,Positif
REV3307,"sangat manis, mantap. Sangat merekomendasikan.",4,Positif
REV3308,"murah dan bagus, oke. Sangat merekomendasikan.",4,Positif
REV3309,"buahnya besar, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV3310,"buahnya besar, lumayan. Sangat merekomendasikan.",4,Positif
REV3311,"kurang segar, benar-benar pengiriman lambat. Tidak akan beli lagi.",2,Negatif
REV3312,"banyak yang bonyok, benar-benar harga mahal. Tidak akan beli lagi.",1,Negatif
REV3313,"renyah, seller ramah. Sangat merekomendasikan.",4,Positif
REV3314,"pengiriman cepat, standar. Sangat merekomendasikan.",4,Positif
REV3315,"apel busuk, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV3316,"kecewa, benar-benar pengiriman lambat. Tidak akan beli lagi.",1,Negatif
REV3317,"segar sekali, sangat manis. Sangat merekomendasikan.",5,Positif
REV3318,"mantap, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV3319,"pengiriman cepat, segar sekali. Sangat merekomendasikan.",4,Positif
REV3320,"renyah, kualitas super. Sangat merekomendasikan.",4,Positif
REV3321,"kurang segar, benar-benar ukuran kecil. Tidak akan beli lagi.",1,Negatif
REV3322,"buahnya besar, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV3323,"sangat manis, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV3324,"apel busuk, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV3325,"sangat manis, kualitas super. Sangat merekomendasikan.",5,Positif
REV3326,"Barang sesuai harga, pengiriman standar.",3,Netral
REV3327,"seller ramah, oke. Sangat merekomendasikan.",4,Positif
REV3328,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV3329,"rasa hambar, benar-benar jelek. Tidak akan beli lagi.",2,Negatif
REV3330,"ukuran kecil, benar-benar harga mahal. Tidak akan beli lagi.",1,Negatif
REV3331,"pengiriman lambat, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV3332,"sangat manis, mantap. Sangat merekomendasikan.",4,Positif
REV3333,"seller ramah, segar sekali. Sangat merekomendasikan.",5,Positif
REV3334,"buahnya besar, buahnya besar. Sangat merekomendasikan.",4,Positif
REV3335,"hancur, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
REV3336,"pengiriman cepat, biasa saja. Sangat merekomendasikan.",4,Positif
REV3337,"kualitas super, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV3338,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV3339,"kualitas super, mantap. Sangat merekomendasikan.",4,Positif
REV3340,"kualitas super, segar sekali. Sangat merekomendasikan.",4,Positif
REV3341,"packing aman, seller ramah. Sangat merekomendasikan.",4,Positif
REV3342,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV3343,"segar sekali, buahnya besar. Sangat merekomendasikan.",4,Positif
REV3344,"buahnya besar, seller ramah. Sangat merekomendasikan.",4,Positif
REV3345,"renyah, biasa saja. Sangat merekomendasikan.",4,Positif
REV3346,"Barang oke, pengiriman standar.",3,Netral
REV3347,"Barang standar, pengiriman standar.",3,Netral
REV3348,"sangat manis, cukup. Sangat merekomendasikan.",5,Positif
REV3349,"packing aman, seller ramah. Sangat merekomendasikan.",5,Positif
REV3350,"packing aman, lumayan. Sangat merekomendasikan.",4,Positif
REV3351,"kecewa, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV3352,"sangat manis, pengiriman cepat. Sangat merekomendasikan.",4,Positif
REV3353,"Barang sesuai harga, pengiriman standar.",3,Netral
REV3354,"mantap, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV3355,"Barang standar, pengiriman standar.",3,Netral
REV3356,"kualitas super, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV3357,"Barang sesuai harga, pengiriman standar.",3,Netral
REV3358,"kualitas super, buahnya besar. Sangat merekomendasikan.",4,Positif
REV3359,"segar sekali, oke. Sangat merekomendasikan.",5,Positif
REV3360,"ukuran kecil, benar-benar ukuran kecil. Tidak akan beli lagi.",2,Negatif
REV3361,"packing aman, kualitas super. Sangat merekomendasikan.",5,Positif
REV3362,"kualitas super, renyah. Sangat merekomendasikan.",5,Positif
REV3363,"apel busuk, benar-benar ukuran kecil. Tidak akan beli lagi.",2,Negatif
REV3364,"renyah, lumayan. Sangat merekomendasikan.",5,Positif
REV3365,"seller ramah, segar sekali. Sangat merekomendasikan.",4,Positif
REV3366,"Barang sesuai harga, pengiriman standar.",3,Netral
REV3367,"Barang lumayan, pengiriman standar.",3,Netral
REV3368,"sangat manis, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV3369,"Barang standar, pengiriman standar.",3,Netral
REV3370,"banyak yang bonyok, benar-benar banyak yang bonyok. Tidak akan beli lagi.",1,Negatif
REV3371,"packing aman, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV3372,"ukuran kecil, benar-benar rasa hambar. Tidak akan beli lagi.",2,Negatif
REV3373,"renyah, lumayan. Sangat merekomendasikan.",5,Positif
REV3374,"pengiriman lambat, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV3375,"kurang segar, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV3376,"packing aman, buahnya besar. Sangat merekomendasikan.",4,Positif
REV3377,"seller ramah, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV3378,"kurang segar, benar-benar pengiriman lambat. Tidak akan beli lagi.",1,Negatif
REV3379,"rasa hambar, benar-benar pengiriman lambat. Tidak akan beli lagi.",1,Negatif
REV3380,"Barang lumayan, pengiriman standar.",3,Netral
REV3381,"pengiriman lambat, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV3382,"seller ramah, not bad. Sangat merekomendasikan.",4,Positif
REV3383,"packing aman, not bad. Sangat merekomendasikan.",5,Positif
REV3384,"harga mahal, benar-benar pengiriman lambat. Tidak akan beli lagi.",2,Negatif
REV3385,"mantap, standar. Sangat merekomendasikan.",5,Positif
REV3386,"banyak yang bonyok, benar-benar hancur. Tidak akan beli lagi.",2,Negatif
REV3387,"sangat manis, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV3388,"harga mahal, benar-benar harga mahal. Tidak akan beli lagi.",2,Negatif
REV3389,"kualitas super, biasa saja. Sangat merekomendasikan.",4,Positif
REV3390,"packing aman, kualitas super. Sangat merekomendasikan.",4,Positif
REV3391,"kualitas super, buahnya besar. Sangat merekomendasikan.",5,Positif
REV3392,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3393,"apel busuk, benar-benar jelek. Tidak akan beli lagi.",1,Negatif
REV3394,"mantap, not bad. Sangat merekomendasikan.",4,Positif
REV3395,"segar sekali, lumayan. Sangat merekomendasikan.",5,Positif
REV3396,"buahnya besar, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV3397,"mantap, segar sekali. Sangat merekomendasikan.",5,Positif
REV3398,"kurang segar, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV3399,"packing aman, sesuai harga. Sangat merekomendasikan.",4,Positif
REV3400,"seller ramah, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV3401,"jelek, benar-benar hancur. Tidak akan beli lagi.",1,Negatif
REV3402,"sangat manis, sangat manis. Sangat merekomendasikan.",4,Positif
REV3403,"Barang standar, pengiriman standar.",3,Netral
REV3404,"buahnya besar, sampai tujuan. Sangat merekomendasikan.",5,Positif
REV3405,"packing aman, renyah. Sangat merekomendasikan.",5,Positif
REV3406,"Barang sesuai harga, pengiriman standar.",3,Netral
REV3407,"packing aman, lumayan. Sangat merekomendasikan.",4,Positif
REV3408,"Barang biasa saja, pengiriman standar.",3,Netral
REV3409,"banyak yang bonyok, benar-benar ukuran kecil. Tidak akan beli lagi.",1,Negatif
REV3410,"Barang lumayan, pengiriman standar.",3,Netral
REV3411,"jelek, benar-benar kecewa. Tidak akan beli lagi.",2,Negatif
REV3412,"jelek, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV3413,"seller ramah, packing aman. Sangat merekomendasikan.",5,Positif
REV3414,"kualitas super, oke. Sangat merekomendasikan.",4,Positif
REV3415,"packing aman, not bad. Sangat merekomendasikan.",4,Positif
REV3416,"Barang cukup, pengiriman standar.",3,Netral
REV3417,"kualitas super, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV3418,"harga mahal, benar-benar banyak yang bonyok. Tidak akan beli lagi.",2,Negatif
REV3419,"rasa hambar, benar-benar harga mahal. Tidak akan beli lagi.",2,Negatif
REV3420,"sangat manis, segar sekali. Sangat merekomendasikan.",5,Positif
REV3421,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV3422,"seller ramah, kualitas super. Sangat merekomendasikan.",4,Positif
REV3423,"buahnya besar, cukup. Sangat merekomendasikan.",4,Positif
REV3424,"Barang lumayan, pengiriman standar.",3,Netral
REV3425,"Barang sesuai harga, pengiriman standar.",3,Netral
REV3426,"mantap, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV3427,"ukuran kecil, benar-benar jelek. Tidak akan beli lagi.",2,Negatif
REV3428,"buahnya besar, seller ramah. Sangat merekomendasikan.",5,Positif
REV3429,"Barang cukup, pengiriman standar.",3,Netral
REV3430,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3431,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3432,"apel busuk, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV3433,"Barang cukup, pengiriman standar.",3,Netral
REV3434,"renyah, cukup. Sangat merekomendasikan.",4,Positif
REV3435,"mantap, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV3436,"packing aman, sesuai harga. Sangat merekomendasikan.",5,Positif
REV3437,"Barang cukup, pengiriman standar.",3,Netral
REV3438,"Barang sesuai harga, pengiriman standar.",3,Netral
REV3439,"kualitas super, packing aman. Sangat merekomendasikan.",5,Positif
REV3440,"sangat manis, lumayan. Sangat merekomendasikan.",5,Positif
REV3441,"renyah, mantap. Sangat merekomendasikan.",5,Positif
REV3442,"buahnya besar, sesuai deskripsi. Sangat merekomendasikan.",5,Positif
REV3443,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3444,"rasa hambar, benar-benar apel busuk. Tidak akan beli lagi.",2,Negatif
REV3445,"pengiriman cepat, sampai tujuan. Sangat merekomendasikan.",4,Positif
REV3446,"pengiriman cepat, biasa saja. Sangat merekomendasikan.",5,Positif
REV3447,"kualitas super, buahnya besar. Sangat merekomendasikan.",5,Positif
REV3448,"mantap, seller ramah. Sangat merekomendasikan.",4,Positif
REV3449,"segar sekali, segar sekali. Sangat merekomendasikan.",4,Positif
REV3450,"seller ramah, seller ramah. Sangat merekomendasikan.",4,Positif
REV3451,"harga mahal, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV3452,"banyak yang bonyok, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV3453,"seller ramah, kualitas super. Sangat merekomendasikan.",5,Positif
REV3454,"mantap, segar sekali. Sangat merekomendasikan.",4,Positif
REV3455,"Barang cukup, pengiriman standar.",3,Netral
REV3456,"Barang cukup, pengiriman standar.",3,Netral
REV3457,"mantap, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV3458,"pengiriman lambat, benar-benar harga mahal. Tidak akan beli lagi.",1,Negatif
REV3459,"Barang lumayan, pengiriman standar.",3,Netral
REV3460,"Barang not bad, pengiriman standar.",3,Netral
REV3461,"apel busuk, benar-benar jelek. Tidak akan beli lagi.",1,Negatif
REV3462,"seller ramah, not bad. Sangat merekomendasikan.",5,Positif
REV3463,"packing aman, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV3464,"Barang standar, pengiriman standar.",3,Netral
REV3465,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV3466,"pengiriman cepat, murah dan bagus. Sangat merekomendasikan.",5,Positif
REV3467,"kualitas super, standar. Sangat merekomendasikan.",4,Positif
REV3468,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV3469,"hancur, benar-benar banyak yang bonyok. Tidak akan beli lagi.",1,Negatif
REV3470,"jelek, benar-benar kurang segar. Tidak akan beli lagi.",1,Negatif
REV3471,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV3472,"mantap, packing aman. Sangat merekomendasikan.",5,Positif
REV3473,"murah dan bagus, standar. Sangat merekomendasikan.",5,Positif
REV3474,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3475,"murah dan bagus, oke. Sangat merekomendasikan.",5,Positif
REV3476,"pengiriman lambat, benar-benar pengiriman lambat. Tidak akan beli lagi.",2,Negatif
REV3477,"seller ramah, bisa dimakan. Sangat merekomendasikan.",4,Positif
REV3478,"Barang not bad, pengiriman standar.",3,Netral
REV3479,"murah dan bagus, cukup. Sangat merekomendasikan.",5,Positif
REV3480,"banyak yang bonyok, benar-benar jelek. Tidak akan beli lagi.",1,Negatif
REV3481,"kecewa, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV3482,"segar sekali, bisa dimakan. Sangat merekomendasikan.",5,Positif
REV3483,"Barang oke, pengiriman standar.",3,Netral
REV3484,"Barang sampai tujuan, pengiriman standar.",3,Netral
REV3485,"pengiriman cepat, renyah. Sangat merekomendasikan.",5,Positif
REV3486,"Barang not bad, pengiriman standar.",3,Netral
REV3487,"Barang not bad, pengiriman standar.",3,Netral
REV3488,"renyah, segar sekali. Sangat merekomendasikan.",4,Positif
REV3489,"renyah, cukup. Sangat merekomendasikan.",5,Positif
REV3490,"packing aman, not bad. Sangat merekomendasikan.",4,Positif
REV3491,"mantap, biasa saja. Sangat merekomendasikan.",5,Positif
REV3492,"buahnya besar, mantap. Sangat merekomendasikan.",5,Positif
REV3493,"seller ramah, sangat manis. Sangat merekomendasikan.",5,Positif
REV3494,"buahnya besar, segar sekali. Sangat merekomendasikan.",4,Positif
REV3495,"apel busuk, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV3496,"pengiriman cepat, kualitas super. Sangat merekomendasikan.",5,Positif
REV3497,"apel busuk, benar-benar kecewa. Tidak akan beli lagi.",1,Negatif
REV3498,"murah dan bagus, renyah. Sangat merekomendasikan.",4,Positif
REV3499,"Barang oke, pengiriman standar.",3,Netral
REV3500,"murah dan bagus, murah dan bagus. Sangat merekomendasikan.",4,Positif
REV3501,"Barang lumayan, pengiriman standar.",3,Netral
REV3502,"Barang oke, pengiriman standar.",3,Netral
REV3503,"segar sekali, cukup. Sangat merekomendasikan.",4,Positif
REV3504,"sangat manis, sesuai harga. Sangat merekomendasikan.",5,Positif
REV3505,"harga mahal, benar-benar rasa hambar. Tidak akan beli lagi.",1,Negatif
REV3506,"Barang bisa dimakan, pengiriman standar.",3,Netral
REV3507,"buahnya besar, packing aman. Sangat merekomendasikan.",4,Positif
REV3508,"jelek, benar-benar kurang segar. Tidak akan beli lagi.",2,Negatif
REV3509,"segar sekali, sesuai deskripsi. Sangat merekomendasikan.",4,Positif
REV3510,"murah dan bagus, kualitas super. Sangat merekomendasikan.",5,Positif
REV3511,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV3512,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV3513,"Barang sesuai deskripsi, pengiriman standar.",3,Netral
REV3514,"renyah, cukup. Sangat merekomendasikan.",4,Positif
REV3515,"apel busuk, benar-benar apel busuk. Tidak akan beli lagi.",1,Negatif
REV3516,"murah dan bagus, seller ramah. Sangat merekomendasikan.",5,Positif
REV3517,"mantap, oke. Sangat merekomendasikan.",5,Positif
REV3518,"segar sekali, sesuai harga. Sangat merekomendasikan.",5,Positif
REV3519,"mantap, cukup. Sangat merekomendasikan.",4,Positif
REV3520,"mantap, seller ramah. Sangat merekomendasikan.",4,Positif
REV3521,"Barang biasa saja, pengiriman standar.",3,Netral
REV3522,"murah dan bagus, oke. Sangat merekomendasikan.",5,Positif
REV3523,"pengiriman cepat, pengiriman cepat. Sangat merekomendasikan.",5,Positif
REV3524,"pengiriman cepat, renyah. Sangat merekomendasikan.",4,Positif
REV3525,"buahnya besar, segar sekali. Sangat merekomendasikan.",5,Positif
REV3526,"seller ramah, kualitas super. Sangat merekomendasikan.",5,Positif
